strikePrice,expiryDate,PE,CE
20550,28-Sep-2023,"{'strikePrice': 20550, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20550.00', 'openInterest': 17, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 701.2, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5150, 'totalSellQuantity': 4250, 'bidQty': 200, 'bidprice': 993.2, 'askQty': 1500, 'askPrice': 1155.3, 'underlyingValue': 19435.3}","{'strikePrice': 20550, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20550.00', 'openInterest': 2, 'changeinOpenInterest': 2, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 2, 'impliedVolatility': 13.72, 'lastPrice': 34.1, 'change': -185.65, 'pChange': -84.48236632536974, 'totalBuyQuantity': 43900, 'totalSellQuantity': 8500, 'bidQty': 500, 'bidprice': 4.85, 'askQty': 1200, 'askPrice': 14.1, 'underlyingValue': 19435.3}"
20600,28-Sep-2023,"{'strikePrice': 20600, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20600.00', 'openInterest': 9, 'changeinOpenInterest': 2, 'pchangeinOpenInterest': 28.571428571428573, 'totalTradedVolume': 4, 'impliedVolatility': 20.15, 'lastPrice': 1117.3, 'change': -82.70000000000005, 'pChange': -6.891666666666671, 'totalBuyQuantity': 5250, 'totalSellQuantity': 6650, 'bidQty': 200, 'bidprice': 1064.45, 'askQty': 800, 'askPrice': 1096.1, 'underlyingValue': 19435.3}","{'strikePrice': 20600, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20600.00', 'openInterest': 2580, 'changeinOpenInterest': 26, 'pchangeinOpenInterest': 1.0180109631949883, 'totalTradedVolume': 3854, 'impliedVolatility': 9.82, 'lastPrice': 5.85, 'change': -1, 'pChange': -14.598540145985403, 'totalBuyQuantity': 60350, 'totalSellQuantity': 5950, 'bidQty': 1050, 'bidprice': 5.15, 'askQty': 500, 'askPrice': 6.1, 'underlyingValue': 19435.3}"
20650,28-Sep-2023,"{'strikePrice': 20650, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20650.00', 'openInterest': 10, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 839.4, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5150, 'totalSellQuantity': 5150, 'bidQty': 200, 'bidprice': 1106.9, 'askQty': 200, 'askPrice': 1175.55, 'underlyingValue': 19435.3}","{'strikePrice': 20650, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20650.00', 'openInterest': 160, 'changeinOpenInterest': -8, 'pchangeinOpenInterest': -4.761904761904762, 'totalTradedVolume': 284, 'impliedVolatility': 10.15, 'lastPrice': 5.65, 'change': -0.5999999999999996, 'pChange': -9.599999999999994, 'totalBuyQuantity': 50600, 'totalSellQuantity': 3300, 'bidQty': 250, 'bidprice': 5.65, 'askQty': 500, 'askPrice': 11.8, 'underlyingValue': 19435.3}"
20700,28-Sep-2023,"{'strikePrice': 20700, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20700.00', 'openInterest': 5, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 1295, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7250, 'totalSellQuantity': 7250, 'bidQty': 200, 'bidprice': 1146.85, 'askQty': 200, 'askPrice': 1209.15, 'underlyingValue': 19435.3}","{'strikePrice': 20700, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20700.00', 'openInterest': 2136, 'changeinOpenInterest': -262, 'pchangeinOpenInterest': -10.925771476230192, 'totalTradedVolume': 3621, 'impliedVolatility': 10.36, 'lastPrice': 5.1, 'change': -0.6000000000000005, 'pChange': -10.526315789473694, 'totalBuyQuantity': 56650, 'totalSellQuantity': 8100, 'bidQty': 600, 'bidprice': 4.2, 'askQty': 550, 'askPrice': 5.25, 'underlyingValue': 19435.3}"
20750,28-Sep-2023,"{'strikePrice': 20750, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20750.00', 'openInterest': 2, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 1190.65, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5150, 'totalSellQuantity': 5150, 'bidQty': 200, 'bidprice': 1202.9, 'askQty': 200, 'askPrice': 1277.95, 'underlyingValue': 19435.3}","{'strikePrice': 20750, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20750.00', 'openInterest': 168, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 246, 'impliedVolatility': 10.61, 'lastPrice': 4.75, 'change': -0.8499999999999996, 'pChange': -15.178571428571422, 'totalBuyQuantity': 42100, 'totalSellQuantity': 3850, 'bidQty': 450, 'bidprice': 4.5, 'askQty': 500, 'askPrice': 9, 'underlyingValue': 19435.3}"
20800,28-Sep-2023,"{'strikePrice': 20800, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20800.00', 'openInterest': 4, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 1352, 'change': 1.099999999999909, 'pChange': 0.08142719668368562, 'totalBuyQuantity': 5450, 'totalSellQuantity': 6650, 'bidQty': 400, 'bidprice': 1258.95, 'askQty': 200, 'askPrice': 1295.25, 'underlyingValue': 19435.3}","{'strikePrice': 20800, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20800.00', 'openInterest': 1886, 'changeinOpenInterest': 111, 'pchangeinOpenInterest': 6.253521126760563, 'totalTradedVolume': 1764, 'impliedVolatility': 11.01, 'lastPrice': 4.85, 'change': -0.40000000000000036, 'pChange': -7.619047619047626, 'totalBuyQuantity': 54600, 'totalSellQuantity': 7350, 'bidQty': 550, 'bidprice': 4.25, 'askQty': 1800, 'askPrice': 6.55, 'underlyingValue': 19435.3}"
20850,28-Sep-2023,"{'strikePrice': 20850, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20850.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5150, 'totalSellQuantity': 5150, 'bidQty': 1950, 'bidprice': 1255.55, 'askQty': 200, 'askPrice': 1371.4, 'underlyingValue': 19435.3}","{'strikePrice': 20850, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20850.00', 'openInterest': 30, 'changeinOpenInterest': 19, 'pchangeinOpenInterest': 172.72727272727272, 'totalTradedVolume': 119, 'impliedVolatility': 11.27, 'lastPrice': 4.55, 'change': -1.2000000000000002, 'pChange': -20.869565217391308, 'totalBuyQuantity': 49200, 'totalSellQuantity': 7700, 'bidQty': 50, 'bidprice': 4.45, 'askQty': 50, 'askPrice': 4.75, 'underlyingValue': 19435.3}"
20900,28-Sep-2023,"{'strikePrice': 20900, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20900.00', 'openInterest': 29, 'changeinOpenInterest': 1, 'pchangeinOpenInterest': 3.5714285714285716, 'totalTradedVolume': 1, 'impliedVolatility': 18.82, 'lastPrice': 1360, 'change': 10, 'pChange': 0.7407407407407408, 'totalBuyQuantity': 5200, 'totalSellQuantity': 5800, 'bidQty': 250, 'bidprice': 1356.75, 'askQty': 400, 'askPrice': 1400.4, 'underlyingValue': 19435.3}","{'strikePrice': 20900, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20900.00', 'openInterest': 274, 'changeinOpenInterest': -110, 'pchangeinOpenInterest': -28.645833333333332, 'totalTradedVolume': 533, 'impliedVolatility': 11.45, 'lastPrice': 4.1, 'change': -1.3500000000000005, 'pChange': -24.77064220183487, 'totalBuyQuantity': 47300, 'totalSellQuantity': 7150, 'bidQty': 600, 'bidprice': 4.05, 'askQty': 900, 'askPrice': 4.5, 'underlyingValue': 19435.3}"
20950,28-Sep-2023,"{'strikePrice': 20950, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20950.00', 'openInterest': 1, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 1464.75, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 4950, 'totalSellQuantity': 4950, 'bidQty': 1950, 'bidprice': 1354.35, 'askQty': 200, 'askPrice': 1480.75, 'underlyingValue': 19435.3}","{'strikePrice': 20950, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20950.00', 'openInterest': 34, 'changeinOpenInterest': 21, 'pchangeinOpenInterest': 161.53846153846155, 'totalTradedVolume': 98, 'impliedVolatility': 12.05, 'lastPrice': 4.7, 'change': -0.5499999999999998, 'pChange': -10.476190476190473, 'totalBuyQuantity': 43150, 'totalSellQuantity': 10450, 'bidQty': 350, 'bidprice': 4.3, 'askQty': 50, 'askPrice': 4.6, 'underlyingValue': 19435.3}"
21000,28-Sep-2023,"{'strikePrice': 21000, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE21000.00', 'openInterest': 8930, 'changeinOpenInterest': 84, 'pchangeinOpenInterest': 0.9495817318562062, 'totalTradedVolume': 1106, 'impliedVolatility': 20.5, 'lastPrice': 1465.95, 'change': -98.75, 'pChange': -6.311113951556209, 'totalBuyQuantity': 4850, 'totalSellQuantity': 5600, 'bidQty': 50, 'bidprice': 1465.6, 'askQty': 150, 'askPrice': 1474.1, 'underlyingValue': 19435.3}","{'strikePrice': 21000, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE21000.00', 'openInterest': 23027, 'changeinOpenInterest': -260, 'pchangeinOpenInterest': -1.1165027697857173, 'totalTradedVolume': 13148, 'impliedVolatility': 12.2, 'lastPrice': 4.3, 'change': -0.75, 'pChange': -14.85148514851485, 'totalBuyQuantity': 98700, 'totalSellQuantity': 63850, 'bidQty': 150, 'bidprice': 4.2, 'askQty': 300, 'askPrice': 4.3, 'underlyingValue': 19435.3}"
21050,28-Sep-2023,"{'strikePrice': 21050, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE21050.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6050, 'totalSellQuantity': 6050, 'bidQty': 1500, 'bidprice': 1456.95, 'askQty': 1500, 'askPrice': 1660.65, 'underlyingValue': 19435.3}","{'strikePrice': 21050, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE21050.00', 'openInterest': 36, 'changeinOpenInterest': 8, 'pchangeinOpenInterest': 28.571428571428573, 'totalTradedVolume': 113, 'impliedVolatility': 12.53, 'lastPrice': 4.15, 'change': -0.7999999999999998, 'pChange': -16.16161616161616, 'totalBuyQuantity': 28100, 'totalSellQuantity': 5500, 'bidQty': 50, 'bidprice': 4.05, 'askQty': 50, 'askPrice': 4.35, 'underlyingValue': 19435.3}"
21100,28-Sep-2023,"{'strikePrice': 21100, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE21100.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6450, 'totalSellQuantity': 4950, 'bidQty': 1500, 'bidprice': 1507.05, 'askQty': 400, 'askPrice': 1629.2, 'underlyingValue': 19435.3}","{'strikePrice': 21100, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE21100.00', 'openInterest': 58, 'changeinOpenInterest': 9, 'pchangeinOpenInterest': 18.367346938775512, 'totalTradedVolume': 183, 'impliedVolatility': 12.88, 'lastPrice': 4.2, 'change': -0.5999999999999996, 'pChange': -12.499999999999993, 'totalBuyQuantity': 28100, 'totalSellQuantity': 7650, 'bidQty': 50, 'bidprice': 3.95, 'askQty': 50, 'askPrice': 4.15, 'underlyingValue': 19435.3}"
21150,28-Sep-2023,"{'strikePrice': 21150, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE21150.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6050, 'totalSellQuantity': 6050, 'bidQty': 1500, 'bidprice': 1551.95, 'askQty': 1500, 'askPrice': 1759.35, 'underlyingValue': 19435.3}","{'strikePrice': 21150, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE21150.00', 'openInterest': 34, 'changeinOpenInterest': -1, 'pchangeinOpenInterest': -2.857142857142857, 'totalTradedVolume': 85, 'impliedVolatility': 13.2, 'lastPrice': 4.1, 'change': -0.75, 'pChange': -15.463917525773196, 'totalBuyQuantity': 26950, 'totalSellQuantity': 4900, 'bidQty': 150, 'bidprice': 3.9, 'askQty': 1800, 'askPrice': 8.4, 'underlyingValue': 19435.3}"
21200,28-Sep-2023,"{'strikePrice': 21200, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE21200.00', 'openInterest': 1, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 1662.15, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6450, 'totalSellQuantity': 4950, 'bidQty': 1500, 'bidprice': 1600.4, 'askQty': 400, 'askPrice': 1729.45, 'underlyingValue': 19435.3}","{'strikePrice': 21200, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE21200.00', 'openInterest': 887, 'changeinOpenInterest': -7, 'pchangeinOpenInterest': -0.7829977628635347, 'totalTradedVolume': 835, 'impliedVolatility': 13.48, 'lastPrice': 3.95, 'change': -0.6499999999999995, 'pChange': -14.130434782608686, 'totalBuyQuantity': 28150, 'totalSellQuantity': 3650, 'bidQty': 450, 'bidprice': 3.85, 'askQty': 500, 'askPrice': 6.45, 'underlyingValue': 19435.3}"
21250,28-Sep-2023,"{'strikePrice': 21250, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE21250.00', 'openInterest': 1, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 1663.7, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6050, 'totalSellQuantity': 6050, 'bidQty': 1500, 'bidprice': 1648.35, 'askQty': 1500, 'askPrice': 1860.95, 'underlyingValue': 19435.3}","{'strikePrice': 21250, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE21250.00', 'openInterest': 85, 'changeinOpenInterest': -34, 'pchangeinOpenInterest': -28.571428571428573, 'totalTradedVolume': 234, 'impliedVolatility': 13.84, 'lastPrice': 4, 'change': -0.4500000000000002, 'pChange': -10.112359550561802, 'totalBuyQuantity': 26000, 'totalSellQuantity': 9450, 'bidQty': 50, 'bidprice': 3.95, 'askQty': 50, 'askPrice': 4.1, 'underlyingValue': 19435.3}"
21300,28-Sep-2023,"{'strikePrice': 21300, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE21300.00', 'openInterest': 1, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 1713.2, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6450, 'totalSellQuantity': 4950, 'bidQty': 1500, 'bidprice': 1708, 'askQty': 400, 'askPrice': 1830.55, 'underlyingValue': 19435.3}","{'strikePrice': 21300, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE21300.00', 'openInterest': 135, 'changeinOpenInterest': 19, 'pchangeinOpenInterest': 16.379310344827587, 'totalTradedVolume': 186, 'impliedVolatility': 14.18, 'lastPrice': 4, 'change': -0.5999999999999996, 'pChange': -13.04347826086956, 'totalBuyQuantity': 27000, 'totalSellQuantity': 8500, 'bidQty': 150, 'bidprice': 3.95, 'askQty': 50, 'askPrice': 4, 'underlyingValue': 19435.3}"
21350,28-Sep-2023,"{'strikePrice': 21350, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE21350.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 4550, 'totalSellQuantity': 6050, 'bidQty': 1750, 'bidprice': 1774.25, 'askQty': 1500, 'askPrice': 1962.4, 'underlyingValue': 19435.3}","{'strikePrice': 21350, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE21350.00', 'openInterest': 58, 'changeinOpenInterest': 2, 'pchangeinOpenInterest': 3.5714285714285716, 'totalTradedVolume': 144, 'impliedVolatility': 14.49, 'lastPrice': 3.95, 'change': -0.4500000000000002, 'pChange': -10.22727272727273, 'totalBuyQuantity': 26300, 'totalSellQuantity': 8150, 'bidQty': 300, 'bidprice': 3.85, 'askQty': 800, 'askPrice': 3.95, 'underlyingValue': 19435.3}"
21400,28-Sep-2023,"{'strikePrice': 21400, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE21400.00', 'openInterest': 5, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 1948.6, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 4950, 'totalSellQuantity': 4950, 'bidQty': 400, 'bidprice': 1830.8, 'askQty': 400, 'askPrice': 1929.9, 'underlyingValue': 19435.3}","{'strikePrice': 21400, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE21400.00', 'openInterest': 187, 'changeinOpenInterest': 7, 'pchangeinOpenInterest': 3.888888888888889, 'totalTradedVolume': 151, 'impliedVolatility': 14.88, 'lastPrice': 4.05, 'change': -0.2999999999999998, 'pChange': -6.896551724137928, 'totalBuyQuantity': 25450, 'totalSellQuantity': 10650, 'bidQty': 50, 'bidprice': 3.9, 'askQty': 50, 'askPrice': 4.1, 'underlyingValue': 19435.3}"
21450,28-Sep-2023,"{'strikePrice': 21450, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE21450.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6050, 'totalSellQuantity': 6050, 'bidQty': 1500, 'bidprice': 1870.05, 'askQty': 1500, 'askPrice': 2063.3, 'underlyingValue': 19435.3}","{'strikePrice': 21450, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE21450.00', 'openInterest': 128, 'changeinOpenInterest': 2, 'pchangeinOpenInterest': 1.5873015873015872, 'totalTradedVolume': 538, 'impliedVolatility': 15.05, 'lastPrice': 3.75, 'change': 0.1499999999999999, 'pChange': 4.166666666666664, 'totalBuyQuantity': 20550, 'totalSellQuantity': 6450, 'bidQty': 1000, 'bidprice': 3.05, 'askQty': 500, 'askPrice': 5.7, 'underlyingValue': 19435.3}"
21500,28-Sep-2023,"{'strikePrice': 21500, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE21500.00', 'openInterest': 1286, 'changeinOpenInterest': 22, 'pchangeinOpenInterest': 1.740506329113924, 'totalTradedVolume': 55, 'impliedVolatility': 25.76, 'lastPrice': 1966.45, 'change': -91.04999999999995, 'pChange': -4.42527339003645, 'totalBuyQuantity': 7900, 'totalSellQuantity': 7900, 'bidQty': 250, 'bidprice': 1956.45, 'askQty': 150, 'askPrice': 1963.05, 'underlyingValue': 19435.3}","{'strikePrice': 21500, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE21500.00', 'openInterest': 7546, 'changeinOpenInterest': -301, 'pchangeinOpenInterest': -3.8358608385370205, 'totalTradedVolume': 3713, 'impliedVolatility': 15.21, 'lastPrice': 3.45, 'change': -0.2999999999999998, 'pChange': -7.999999999999995, 'totalBuyQuantity': 49050, 'totalSellQuantity': 19700, 'bidQty': 50, 'bidprice': 3.35, 'askQty': 1100, 'askPrice': 3.45, 'underlyingValue': 19435.3}"
22000,28-Sep-2023,"{'strikePrice': 22000, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE22000.00', 'openInterest': 9478, 'changeinOpenInterest': 98, 'pchangeinOpenInterest': 1.044776119402985, 'totalTradedVolume': 300, 'impliedVolatility': 29.6, 'lastPrice': 2457.25, 'change': -95.65000000000009, 'pChange': -3.7467194171334595, 'totalBuyQuantity': 7600, 'totalSellQuantity': 5800, 'bidQty': 150, 'bidprice': 2454.6, 'askQty': 200, 'askPrice': 2464.75, 'underlyingValue': 19435.3}","{'strikePrice': 22000, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE22000.00', 'openInterest': 7625, 'changeinOpenInterest': 158, 'pchangeinOpenInterest': 2.1159769653140486, 'totalTradedVolume': 843, 'impliedVolatility': 18.14, 'lastPrice': 3.1, 'change': -0.6499999999999999, 'pChange': -17.333333333333332, 'totalBuyQuantity': 29950, 'totalSellQuantity': 3600, 'bidQty': 5200, 'bidprice': 3, 'askQty': 1600, 'askPrice': 3.25, 'underlyingValue': 19435.3}"
23000,28-Sep-2023,"{'strikePrice': 23000, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE23000.00', 'openInterest': 2612, 'changeinOpenInterest': 5, 'pchangeinOpenInterest': 0.19179133103183735, 'totalTradedVolume': 37, 'impliedVolatility': 37.44, 'lastPrice': 3447.25, 'change': -92.75, 'pChange': -2.620056497175141, 'totalBuyQuantity': 7400, 'totalSellQuantity': 6600, 'bidQty': 150, 'bidprice': 3444.6, 'askQty': 200, 'askPrice': 3450.2, 'underlyingValue': 19435.3}","{'strikePrice': 23000, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE23000.00', 'openInterest': 5678, 'changeinOpenInterest': 515, 'pchangeinOpenInterest': 9.974820840596552, 'totalTradedVolume': 1067, 'impliedVolatility': 23.81, 'lastPrice': 2.85, 'change': -0.6499999999999999, 'pChange': -18.57142857142857, 'totalBuyQuantity': 42600, 'totalSellQuantity': 12700, 'bidQty': 8900, 'bidprice': 2.8, 'askQty': 50, 'askPrice': 2.85, 'underlyingValue': 19435.3}"
24000,28-Sep-2023,"{'strikePrice': 24000, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE24000.00', 'openInterest': 2, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 4525, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6250, 'totalSellQuantity': 4750, 'bidQty': 1700, 'bidprice': 4354, 'askQty': 200, 'askPrice': 4537.1, 'underlyingValue': 19435.3}","{'strikePrice': 24000, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE24000.00', 'openInterest': 1272, 'changeinOpenInterest': 428, 'pchangeinOpenInterest': 50.71090047393365, 'totalTradedVolume': 733, 'impliedVolatility': 28.89, 'lastPrice': 2.55, 'change': -0.10000000000000009, 'pChange': -3.7735849056603805, 'totalBuyQuantity': 36550, 'totalSellQuantity': 28150, 'bidQty': 10700, 'bidprice': 2.55, 'askQty': 1150, 'askPrice': 2.7, 'underlyingValue': 19435.3}"
